#{"t_start": 1776549819.139455, "env_id": "LunarLanderContinuous-v3"}
r,l,t
274.256301,175,5255.906264
299.117514,146,5257.483704
252.76384,149,5259.09318
292.571283,173,5260.978882
272.681374,160,5262.844599
266.250691,155,5264.680694
277.405512,172,5266.723591
239.623624,145,5268.311543
313.636083,187,5270.442449
285.998389,170,5272.358767
269.976115,187,5274.417772
316.688186,160,5276.207461
270.887922,153,5278.070442
276.609944,163,5280.013761
285.360081,181,5282.134838
308.055818,182,5284.451598
287.087701,180,5286.716677
298.597639,174,5288.919791
300.41405,132,5290.439283
271.541367,177,5292.357995
308.537081,176,5294.365116
285.845405,146,5296.027373
262.745901,153,5297.753445
308.029638,168,5299.858289
279.465804,137,5301.343702
302.081128,156,5303.124855
276.276702,155,5304.902796
301.178193,202,5307.239111
270.104295,164,5309.110446
298.99612,190,5311.309363
296.036784,183,5313.221534
308.063531,215,5315.492206
308.154822,176,5317.381599
291.20947,181,5319.475728
287.266557,144,5321.137719
280.151693,161,5322.992676
306.765756,164,5324.898861
299.956342,174,5326.875669
266.843291,136,5328.344928
296.156015,184,5330.417061
288.015201,165,5332.157257
270.649969,161,5333.819536
255.295537,129,5335.13471
274.382321,164,5336.782263
282.318381,143,5338.364455
316.023424,160,5340.420413
269.999443,135,5342.167603
301.556605,139,5343.996033
264.511207,156,5345.908079
285.556724,134,5347.329764
289.154977,166,5349.192921
289.463182,163,5351.209857
317.131709,154,5353.082444
259.12732,157,5354.91817
282.917112,173,5356.960632
273.207433,185,5359.12009
297.735703,170,5361.105917
274.800596,127,5362.612882
265.438839,156,5364.367855
276.53807,163,5366.174917
254.524747,135,5367.793271
272.329738,159,5369.763302
286.161271,169,5371.816411
241.376694,165,5373.898745
252.081785,159,5375.494011
283.479758,143,5376.956725
275.257785,340,5380.64245
286.75799,163,5382.428064
275.026768,169,5384.31232
295.307686,143,5385.902082
319.914875,159,5387.698311
288.43218,127,5389.224692
304.822091,140,5390.822121
322.995203,161,5392.469967
290.5289,150,5393.965636
289.086903,149,5395.565439
266.724608,153,5397.430969
277.941322,162,5399.487779
281.875356,131,5401.11447
280.444637,140,5402.79267
263.623908,166,5404.706376
291.497731,147,5406.337664
271.739165,145,5407.952766
282.695191,132,5409.477692
255.289542,164,5411.4693
290.224337,157,5413.324579
319.891919,211,5415.866516
247.404737,157,5417.704107
303.588067,169,5419.564011
277.263956,179,5421.526421
244.536348,154,5423.221381
302.036374,160,5425.237553
296.463485,201,5427.865906
296.775901,156,5429.880298
266.89371,159,5431.636142
292.435085,123,5432.930007
280.57171,150,5434.457115
306.306205,135,5435.856136
322.261171,183,5437.78014
299.358501,154,5439.412853
282.430383,175,5441.251945
313.197574,160,5442.950881
267.039236,155,5444.644078
265.380944,166,5446.594513
297.919619,193,5448.8192
313.733813,201,5451.06102
271.227127,161,5452.72265
273.221075,143,5454.196229
307.427304,204,5456.375706
291.408812,167,5458.33469
274.403538,144,5459.977697
319.283008,153,5461.818702
263.727257,165,5463.895688
308.502574,193,5466.1163
313.934767,176,5468.038974
303.304365,161,5469.720936
299.307254,189,5471.794543
257.539131,147,5473.392606
292.885775,185,5475.825277
315.392589,177,5477.731964
304.805068,154,5479.461868
265.395108,135,5480.965129
268.143051,140,5482.550859
288.497844,185,5484.578897
252.317624,133,5485.925701
307.580878,149,5487.467204
290.26757,134,5488.836794
298.35375,180,5490.729725
289.452558,167,5492.577785
265.309569,154,5494.404113
281.126377,147,5496.208621
286.496768,155,5498.100606
296.999619,215,5500.590207
295.255948,143,5502.050942
320.927367,149,5503.614877
291.736119,175,5505.448996
293.102796,164,5507.146186
285.84159,121,5508.419175
297.825318,173,5510.215672
297.865125,167,5512.317272
265.957564,152,5513.971661
267.843415,125,5515.265166
310.679677,159,5516.871705
283.121067,163,5518.512847
265.273276,141,5519.963938
306.421817,172,5521.755336
287.380251,143,5523.241185
300.681862,153,5524.832166
289.760149,135,5526.227749
296.659448,176,5528.308868
309.606181,198,5530.757014
305.697061,147,5532.579979
289.292179,151,5534.292208
288.223732,179,5536.153738
274.426462,143,5537.716858
303.565191,187,5539.828759
280.099087,158,5541.540901
281.662494,153,5543.15508
289.263267,142,5544.63086
291.150862,141,5546.052784
257.151758,149,5547.768606
277.950137,136,5549.366228
303.717809,149,5551.051062
273.397586,162,5552.839498
285.808634,156,5554.626956
295.651791,148,5556.38263
297.634295,151,5558.123372
276.897392,138,5559.721231
317.405699,160,5561.444468
264.752387,151,5563.049906
286.710624,181,5564.938777
294.749737,176,5566.761746
279.697593,171,5568.531793
290.280894,137,5569.933869
310.965447,168,5571.745046
322.746918,150,5573.384744
279.272976,165,5575.115021
307.466395,159,5576.694836
283.715659,141,5578.182773
290.725064,131,5579.51916
293.053998,121,5580.886913
269.380401,157,5582.955422
293.915053,158,5585.053336
287.197374,144,5586.96121
273.867338,131,5588.512661
282.112003,135,5589.88124
296.689232,149,5591.445882
260.310453,150,5592.987176
256.460876,135,5594.43026
268.983794,187,5596.424795
246.542889,135,5597.926342
267.499568,138,5599.468153
303.104611,152,5601.233308
286.155322,186,5603.384352
306.445711,214,5605.728399
290.828491,160,5607.459826
306.996613,202,5609.683964
267.523546,176,5611.60783
304.465669,143,5613.255115
282.959279,186,5615.305174
295.428151,177,5617.233876
307.359595,175,5619.144943
284.726757,160,5620.830009
269.671722,136,5622.401702
251.410112,147,5624.147754
322.500553,189,5626.31592
288.146882,185,5628.544309
254.364357,143,5630.041662
282.818262,196,5632.3943
257.427401,143,5634.022275
290.84933,138,5635.560566
263.941175,155,5637.337984
266.070216,152,5639.137456
309.825429,190,5641.47615
283.260831,169,5643.421801
280.017179,148,5645.062036
265.251376,158,5646.876457
299.449459,192,5649.029496
286.711525,160,5650.911902
245.986085,142,5652.606055
286.01065,164,5654.584675
266.288628,172,5656.657135
267.780665,129,5658.270164
285.4428,166,5660.420127
264.093217,154,5662.312306
255.668229,146,5663.983539
286.005767,168,5665.722322
248.161167,140,5667.173269
266.110404,133,5668.509364
256.49553,132,5669.828064
